Title	Description	Sentiment	Category
Your Favorite Filmmakers Line Up to Praise Taylor Swift	"Not sure if you've heard, but Taylor Swift is coming off one of the most successful tours of all time, and has a movie in theaters that's doing gangbusters right now. We covered how Taylor Swift got her exclusive deal with AMC, and now many famous filmmakers …"	1	Eras Tour
Taylor Swift has Illuminati money now	"Taylor Swift is officially a billionaire now, and her Eras Tour has added an estimated $4.3 billion to the U.S. gross domestic product this year"	2	Eras Tour
"Everything Celebrities Have Said About Taylor Swift's 'Eras Tour', Including Olivia Rodrigo & Travis Kelce's Comments"	"Celebrities have a lot to say about Taylor Swift‘s Eras Tour! Since Taylor kicked off her massive tour on March 17, 2023 in Arizona, the biggest stars in music, movies, TV, and even sports have enjoyed their amazing views from VIP tents across the country and…"	2	Eras Tour
Taylor Swift Performs ‘Safe & Sound’ and ‘Untouchable’ Live for the First Time in Over a Decade in Sao Paulo	"Taylor Swift surprised fans with two rarely performed songs at her Saturday night concert at the Allianz Parque stadium in São Paulo, Brazil, on Nov. 25. “This has been a tradition that I started on The Eras Tour,” Swift said to the São Paulo crowd, explainin…"	2	Eras Tour
"Taylor Swift Performs ‘Safe & Sound,’ ‘Untouchable’ Live in Sao Paulo"	"“Both songs I am playing tonight I have never, ever played on this tour,” Swift said of the acoustic set list at the Allianz Parque stadium."	2	Eras Tour
Watch Taylor Swift Perform “Now That We Don’t Talk” Live For The First Time In São Paulo	"While on the South American leg of her Eras Tour, Taylor Swift has slowly been giving live debuts to the vault tracks of her most recent release, 1989 (Taylor’s Version). At concerts in Buenos Aires, the pop star performed “Is It Over Now?,” “Slut,” and “Subu…"	2	Eras Tour
Billy Joel Dishes on Taylor Swift & Taking His Daughters to the 'Eras Tour'	"Billy Joel is opening up about his experience at Taylor Swift‘s Eras Tour! While chatting with People at the Long Island Music and Entertainment Hall of Fame on Friday (November 24), the 74-year-old “Piano Man” singer shared his opinion on Taylor and her mass…"	2	Eras Tour
"Tour news: Taylor Swift, Jerry Seinfeld, The Dwarves, Screaming Females, and more"	"Here’s a roundup of recent tour news. Check the Tour Dates category for more. TAYLOR SWIFT Taylor Swift continues to expand The Eras Tour, having added three new Vancouver shows in December 2024. Will this tour ever end? Swifties hope not. All dates are here.…"	2	Eras Tour
Billy Joel Says He Scored ‘Cool Dad Points’ After Taking Daughters to Taylor Swift’s Eras Tour	"Billy Joel earned “very cool dad points” after taking his daughters to see Taylor Swift in concert. The Piano Man opened up during an interview with People about attending the pop superstar’s Eras Tour in Tampa, Fla., on March 15 with his little pair of Swift…"	1	Eras Tour
Taylor Swift appears in good spirits at Brazil show one week after ‘traumatic’ death of fan	The pop superstar took the stage at São Paulo's Allianz Parque stadium and commended her fans for breaking the venue's attendance record.	2	Eras Tour
See Taylor Swift Debut ‘Now That We Don’t Talk’ Live in São Paulo	"Taylor Swift’s The Eras Tour continued Friday in São Paulo, Brazil, where the singer performed a pair of deep cuts in the Surprise Songs segment."	2	Eras Tour
Taylor Swift Dazzles on Stage in Brazil 1 Week After Fan’s Tragic Death	The “Bejeweled” singer put on an incredible show in São Paulo while still mourning the death of a fan at her Rio concert.	1	Eras Tour
Rio police investigate Taylor Swift concert organizers after fan's death	"A couple protect themselves with an umbrella for high temperatures, as they wait before the Taylor Swift concert, following the death of a fan due to the heat during the first day concert, in Rio de Janeiro, Brazil, November 18, 2023. REUTERS/Pilar Olivares/F…"	3	Eras Tour
Taylor Swift Debuts ‘Now That We Don’t Talk’ Live in Sao Paulo	"Taylor Swift debuted “Now That We Don’t Talk” live at her first concert in São Paulo, Brazil, Friday night (Nov. 24). Swift surprised fans at the city’s Allianz Parque stadium with the 1989 (Taylor’s Version) vault track on acoustic guitar. “I’ve never perfor…"	2	Eras Tour
Taylor Swift's hat giveaway leaves lasting impression as Eras Tour 2023 wraps up in Brazil	"As the final notes of Taylor Swift&apos;s 2023 leg of her Eras Tour is wrapping off this weekend at the Allianz Parque stadium in Sao Paulo, Brazil, fans are left wanting more, not"	2	Eras Tour
"Concert Chaos: Taylor Swift screams at security, Miranda Lambert skewers, and Adele issues warnings"	"In recent months, concert venues have witnessed a surge in dramatic incidents, from fan altercations to artists halting performances due to security concerns. Renowned figures like Taylor Swift, Miranda Lambert, and Adele have encountered unexpected disruptio…"	3	Eras Tour
Taylor Swift Debuts ‘Now That We Don’t Talk’ And Brings Back A ‘Speak Now’ Fan-Favorite In Sao Paulo	Getty Image She hadn't played the 'Speak Now' selection since the 2010 Video Music Awards.	2	Eras Tour
Taylor Swift overcomes fan death and dazzles at her Sao Paulo concert	"Taylor Swift returned to the stage in Sao Paulo, Brazil, just a week after the death of a fan during her Rio de Janeiro concert. The pop superstar, dressed in a glittering silver a"	1	Eras Tour
Taylor Swift's São Paulo concert shatters records with largest-ever crowd - Hindustan Times	Taylor Swift's São Paulo concert shatters records with largest-ever crowdHindustan Times Taylor Swift Seems Back to Herself After Tragic Death of Fan in Rio de JaneiroTMZ Tragedy hit Taylor Swift's 'Eras Tour' | WION E-ClubWION A Taylor Swift Fan Has Given A …	1	Eras Tour
Taylor Swift Debuts ‘Now That We Don’t Talk’ in Sao Paulo on Eras Tour	"“I’ve never performed this one live before. Let’s see how I do with it,” she said at Allianz Parque, where she also played “Innocent” live for the first time in …"	2	Eras Tour
Billy Joel 'Got Cool Dad Points' for Taking Kids to See Taylor Swift (Exclusive)	"In an exclusive conversation with PEOPLE, Billy Joel opens up about how he and his wife, Alexis Roderick, took their two daughters, Della Rose, 8, and Remy Anne, 6, to see — and meet — Taylor Swift during her Eras Tour stop in Tampa, Florida, in April."	1	Eras Tour
"Taylor Swift scolds security guard, Miranda Lambert skewers fans as concerts go off the rails"	There seems to be a lot of drama at concerts lately – including performers like Taylor Swift getting upset with a security guard and Shania Twain taking a tumble.	3	Eras Tour
When Is Taylor Swift: The Eras Tour Movie Leaving Theaters & Cinemas?	"Hitting the theaters on October 13, 2023, the Taylor Swift: The Eras Tour movie has performed extremely well at the domestic and worldwide box office. But, soaring past its fourth weekend, many fans across the world are wondering when the Eras tour will leave…"	2	Eras Tour
Billy Joel Opens Up About Taking Daughters to Taylor Swift’s Eras Tour	Billy Joel Opens Up About Taking Daughters to Taylor Swift’s Eras Tourbillboard.com	2	Eras Tour
Fans are still waiting for Ticketet's systems to open	"About 3 months before the Australian leg of Taylor Swift's Eras Tour, Swifties are not smiling again because Ticketek Marketplace not working at the moment. Ticketek, a well-established Australian ticket provider, was […] Thank you for being a Ghacks reader. …"	2	Eras Tour
I'm a Swiftie Dad who traded a family summer vacation to take my kids across the country to an Eras Tour concert. It was worth every penny	"The author has no regrets about nixing a typical family summer vacation for a Taylor Swift concert. Kevin Winter/TAS23/Getty Images for TAS Rights Management; Cork Gaines/Business Insider We had already been to one Taylor Swift concert, but we wanted to try f…"	1	Eras Tour
Ticket prices to see Taylor Swift in Brazil are dropping	Some tickets are already $100 cheaper than they were just four days ago.	2	Eras Tour
Neuroscience Just Explained Why Taylor Swift's Eras Tour Is So Memorable. It Can Work for You Too	The right music can help you make sure important information gets remembered.	1	Eras Tour
Taylor Swift Announces “The Eras Tour” Shows in Vancouver	"""The Eras Tour"" comes to BC Place in December 2024. Taylor Swift Announces “The Eras Tour” Shows in Vancouver Scoop Harrison"	2	Eras Tour
‘Five Nights at Freddy’s’ Beats Opening Weekend Ticket Sales for ‘Oppenheimer’ and ‘Taylor Swift: The Eras Tour’	"""The Holdovers"" and ""Priscilla"" both show initial promise in platform debuts, but with $78 million ""Freddy's"" is an ""Easy Rider"" moment for Gen Z."	2	Eras Tour
How Should We Measure Success For Musician’s World Tours?	How Should We Measure Success For Musician’s World Tours? Many of the leading music headlines this past summer have had to do with touring. Whether it’s Taylor’s legendary run with the Eras Tour or Sheeran’s monstrous attendance records at the Melbourne Crick…	1	Eras Tour
"AMC Entertainment Will Lean Into Concert Films After ‘Eras Tour’ Success; “Our Phone Has Been Ringing Off The Hook,” Says CEO"	"Theater chain AMC will make a handsome profit from distributing Taylor Swift: The Eras Tour and from its box office grosses, which passed $232 million globally, said CEO Adam Aron. He declined to give any numbers until year end since both Swift — and Renaissa…"	2	Eras Tour
Is Taylor Swift’s ‘Eras Tour’ Concert Movie Coming To Streaming Soon?	"Since its theatrical release, the 'Eras Tour' film has been busy breaking box office records. Here's when Swifties may be able to stream the concert movie at home."	2	Eras Tour
"Eras Tour choreographer spills on Taylor Swift's favorite routines and her ""great guy"", Travis Kelce"	"If you ever wondered about Taylor Swift&apos;s favorite dance routines during her Eras Tour, you&apos;re in for a treat! The tour&apos;s choreographer, Mandy Moore, spilled the bea"	2	Eras Tour
Taylor Swift's Concert Film Dominates The Box Office On Opening Weekend	"Hugh McIntyre, a Forbes contributor, joins ‘Forbes Newsroom’ to discuss Taylor Swift’s new concert film Taylor Swift: The Eras Tour being number one in the box office on opening weekend."	1	Eras Tour
The movies are back. But we're still learning how to love going to theaters again	"From 'Barbenheimer' to 'Taylor Swift: The Eras Tour,' people are going to cinemas again. But a post-pandemic, post-strike Hollywood has its work cut out for it."	2	Eras Tour
"Taylor Swift’s choreographer spills the tea on singer’s fave Eras Tour routine, ‘great guy’ Travis Kelce"	"“She really loves ‘Vigilante [S–t],’ like, she really loves that one!” the Emmy Award-winning choreographer told Page Six of the sexy dance number."	2	Eras Tour
25 Famous Couples Who Called It Quits in 2023	"Many have dubbed 2023 the year of breakups. Some attribute all the splits to the powerful feminist messages coming from Barbie, the Eras Tour, and ... Read More"	2	Eras Tour
The IRS Won't Make Taxpayers Report Taylor Swift Ticket Sales (and Other Online Transactions Over $600)	The IRS will once again postpone enforcement of a new provision in the tax code that requires online sellers to report as little as $600 in annual income.	2	Eras Tour
A Brazilian Swiftie Went Home With the Heel From Taylor Swift’s Bejeweled Louboutin Boots	"Taylor Swift broke her heel during the 'Lover' segment of her Eras tour show in Rio De Janeiro, Brazil."	2	Eras Tour
Taylor Swift Shakes Off Eras Tour Wardrobe Malfunction	"If the shoe fits, walk in it 'til your high heels break. Taylor Swift did just that during the Nov. 20 stop of her Eras Tour in Rio de Janeiro. While performing songs from her Lover era to the..."	2	Eras Tour
Why Taylor Swift Is Missing the Chiefs vs. Eagles Game	Taylor Swift is rooting for her football hero from afar. The pop superstar originally planned to jet out from Brazil during a break on her sold-out Eras Tour to catch Travis Kelce's Kansas City...	2	Eras Tour
Taylor Swift Compared to 'Barbie' After Heel Mishap at Brazil Show	"Taylor Swift is a real-life Barbie doll, straight from the big screen, 'cause she mimicked something Margot Robbie did in the film ... and, for a moment, she had all eyes on her heels and feet. The singer was performing Monday night in Rio de…"	2	Eras Tour
What's behind the extreme heat wave in Brazil that forced Taylor Swift to postpone a show	"Thousands of Taylor Swift's fans in Brazil have braved extreme heat to watch the singer perform on her wildly popular ""Eras Tour."""	2	Eras Tour
"Taylor Swift's Heel Breaks at Final Rio Show, 'Barbie' Comparisons Are Made By Fans"	Taylor Swift performed her final of three Eras Tour concerts in Rio on Monday night (November 20) and she suffered a wardrobe malfunction at the top of the show. The 33-year-old singer was performing the Lover era when the heel of her right boot unfortunately…	2	Eras Tour
Taylor Swift pulls ‘Barbie’ move after breaking heel during third Brazil Eras Tour concert	"A video showed the singer ripping the heel off her bejeweled Christian Louboutin boot and tossing it into the crowd before continuing her ""Lover"" set."	2	Eras Tour
Taylor Swift Is Her Own Support System After Onstage Wardrobe Malfunction	Barbie could never with that arch.	2	Eras Tour
"Taylor Swift’s Rio tour marred by deaths, muggings, and a dangerous heat wave"	Legions of Taylor Swift’s Brazilian fans were left angry and disappointed in the three-day Rio de Janeiro leg of the pop superstar’s Eras Tour.	3	Eras Tour
"Netflix Is Removing 38 Titles in December 2023, Including a Taylor Swift Tour Movie & 'Love Actually'"	"Netflix has just released the full list of movies and television shows being removed from the streaming service in December 2023. This list includes lots of fan favorite titles from actors like Tom Cruise and Leonardo DiCaprio. In fact, all of Tom‘s Mission: …"	2	Eras Tour
Taylor Swift Handles A Wardrobe Malfunction Like A Champ	"She continued to walk on tiptoe for quite some time, mimicking the height the heel would have been"	1	Eras Tour
Watch Taylor Swift Debut ‘Bigger Than the Whole Sky’ in Rio	Taylor Swift live debuted ‘Bigger Than the Whole Sky’ at her Eras Tour concert in Rio de Janeiro on Sunday night.	2	Eras Tour
The Taylor Swift Info War	"Over the weekend, Taylor Swift played a long-awaited string of concerts in Brazil. And it was, by all accounts, a disaster."	3	Eras Tour
Live Nation/Ticketmaster Subpoenaed By Senate Subcommittee Investigating Hefty Prices For Taylor Swift And Other Concerts	"A Senate subcommittee has subpoenaed Live Nation/Ticketmaster, demanding documents as part of an investigation into exorbitant ticket prices for Taylor Swift, Bruce Springsteen and other concerts. Sen. Richard Blumenthal (D-CT), who chairs the Permanent Subco…"	2	Eras Tour
Taylor Swift Appears to Have a Hard Time Breathing at Brazil Show in New TikTok Video	"Swifties are concerned about Taylor Swift! In a video from her Friday (November 17) Eras Tour concert in Rio de Janeiro, Brazil, it looks like the 33-year-old singer is having a hard time breathing. The “Anti-Hero” singer performed through extreme heat. Keep …"	3	Eras Tour
Taylor Swift Seemingly Struggles to Breathe During Brazil Concert	"Taylor Swift was seemingly gasping for air during her sweltering hot concert in Brazil, freaking out some of her fans. The pop superstar performed for hours in nearly 100-degree heat Friday night at Estadio Nilton Santos stadium in Rio de Janeiro…"	3	Eras Tour
AEW's Tony Khan Takes Credit for Taylor Swift Eras Tour London Shows	"Comrades, connoisseurs of the squared circle and the catchy pop hook alike, gather 'round! It is I, your El Presidente, coming to you live from a lavish banquet inside the gilded halls of my secret volcanic lair. Today, we toast to strategic alliances and ser…"	2	Eras Tour
Taylor Swift Postpones Saturday Night's 'Eras Tour' Show in Rio Due to Extreme Temperatures	"Sad news for Swifties. On Saturday afternoon (November 18), Taylor Swift announced that she was postponing her Eras Tour show scheduled for later that night in Rio de Janeiro, Brazil due to the extreme temperatures. Keep reading to find out more… “I’m writing…"	3	Eras Tour
Rachel Zegler Recalls Having Food Poisoning & a 'Mental Breakdown' at Taylor Swift's 'Eras Tour'	"Rachel Zegler is opening up about her love for Taylor Swift and her emotional night at the Eras Tour show in New Jersey. On Thursday (November 16), the Hunger Games star appeared on The Tonight Show and revealed that she had food poisoning at Taylor‘s first E…"	3	Eras Tour
"Heather Morris Dishes on Her Podcast 'The Bystanders', Relationships With 'Glee' Costars, & 'The Eras Tour' vs. 'The Renaissance Tour' (Exclusive)"	"Heather Morris is opening up about her murder mystery podcast, her former Glee costars, and Beyoncé and Taylor Swift! The 36-year-old multi-hyphenate creative is best known for playing her Glee character, Brittany Pierce, who she calls “the GOAT.” Not to ment…"	2	Eras Tour
Taylor Swift Postpones Show in Brazil Due to Extreme Heat	"️ | Tonight’s Eras Tour show has been postponed due to extreme heat “The safety and well-being of my fans, fellow performers and crew has to and always will come first.” - Taylor #RioTSTheErasTour #TSTheErasTour pic.twitter.com/8qhuWtvF47 — Taylor Swift Up…"	3	Eras Tour
Christ The Redeemer (Taylor’s Version)	"All throughout Taylor Swift’s Eras Tour, cities have bent over backward to welcome her to town, but the latest gesture from Rio de Janeiro surpasses all the rest. Thursday, with Swift arriving in town for her run of shows at Estadio Nilton Santos, a Swift-the…"	2	Eras Tour
Don’t Expect Taylor Swift’s Concert Film To Hit Streamers This Year	"Taylor Swift's blockbuster 'Taylor Swift: The Eras Tour,' is still performing well at the box office, and it won't be available to stream until at least January."	2	Eras Tour
Brazilian Fans Want to Make Jesus a Swiftie	A group of Swifties are praying they can honor Taylor Swift with a projection onto Rio de Janeiro’s Christ the Redeemer statue ahead of her Eras-tour shows.	1	Eras Tour
Taylor Swift's Secret Songs Left for Eras Tour: Every Song She Hasn't Performed Yet	Taylor Swift performs two surprise songs for the acoustic set during every show of her Eras Tour and she has already performed a ton of incredible tracks during the first U.S. leg. The 33-year-old singer is getting ready to continue the South American leg of …	2	Eras Tour
When Devotion Drives Demand: Taking A Page From The Eras Tour	"Driven by insatiable fan devotion, the Eras Tour juggernaut has blown the value line out of the water."	2	Eras Tour
"Why Is Taylor Swift’s Eras Tour Movie Not Shown on Mondays, Tuesdays, or Wednesdays?"	"Taylor Swift‘s Eras Tour Movie is surprisingly screened only on Thursdays, Fridays, Saturdays, and Sundays, and fans want to know why it’s not showing on Mondays, Tuesdays, or Wednesdays. Here is all you need to know. Why is Taylor Swift’s Eras Tour movie not…"	2	Eras Tour
"The Strikes Are Over, but the Damage to Theaters Has Just Begun"	"Taylor Swift, ""Barbie,"" ""Oppenheimer,"" and ""Sound of Freedom"" saved 2023. Next year will need more surprise blockbusters to paper over the gaps."	1	Eras Tour
Swifties Think Taylor Swift Made a Big Revelation About Travis Kelce Onstage at the 'Eras Tour'	"Taylor Swift returned to her Eras Tour on Thursday night (November 9), and some Swifties are convinced that she used the opportunity to make a big revelation about Travis Kelce. The 33-year-old pop titan took the stage at Estadio River Plate in Buenos Aires, …"	2	Eras Tour
Taylor Swift Goes Barbiecore in Pink Versace ‘Lovers’ Outfit for Eras Tour in Buenos Aires	"After a hiatus, Swift resumed the Eras Tour — in Versace."	2	Eras Tour
Here's Why Taylor Swift Didn't Attend Beyonce's Movie Premiere After Bey’s Surprise 'Eras Tour' Premiere Appearance	"Taylor Swift is missing the premiere of Beyonce‘s new movie Renaissance: A Film By Beyonce on Saturday night (November 25), but she has a very good reason. If you forgot, the “Break Me Soul” superstar was a surprise celebrity guest on the red carpet when Tayl…"	2	Eras Tour
"Dolly Parton, Taylor Swift, and more celebrities with species named after them"	"Some scientists love naming new species after celebrities. From David Bowie's spider to Dolly Parton's lichen, here are famously named species."	2	Global influence
What Taylor Swift Can Teach Us About Leadership	"Taylor Swift isn’t just an incredibly savvy entrepreneur, she consistently demonstrates sophisticated leadership qualities that can be applied in any workplace:"	1	Global influence
IDFA’s Orwa Nyrabia Criticizes Documentary Distributors For “Populist” Mentality And Playing It Safe: “You Cannot All Live Off Taylor Swift”	"Documentary’s gatekeepers are playing it awfully safe lately, in the estimation of Orwa Nyrabia, artistic director of the International Documentary Festival Amsterdam, the world’s largest documentary film festival.  In conversation with Deadline before the st…"	2	Global influence
9 market themes to discuss around the Thanksgiving table	"There's plenty in markets to talk about while passing the potatoes on Thanksgiving. Inflation, work, artificial intelligence, labor strikes, and even Taylor Swift may be fodder for Turkey Day table talk. To help guide your discussions, here's what top executi…"	2	Global influence
8 Famous Songs Where the Singer Is Clearly Lying to Us	"We see through you, Taylor Swift. All the clues are there"	3	Global influence
Is anyone else just finding out about Simu Liu's music career?	"Perhaps inspired by Drake’s surprise album release today, or even mega-stars like Beyoncé and Taylor Swift who’ve seen huge returns from similar strategies in the past, Marvel actor and one-of-the-Kens Simu Liu is banking on nothing but the power of his stard…"	2	Global influence
"BTS, Taylor Swift and the influence of pop music fans"	Swifties and the like have proven they can exert their influence for political and social change	2	Global influence
Could Taylor Swift Trigger The Next American Baby Boom?	A blog post published in early October predicted that Taylor Swift will create the next baby boom ... and we&#039;re so here for it!	2	Global influence
'It's refreshing': Wall Street analysts show they're Taylor Swift superfans too by riffing on her songs in their usually wonky research notes	Analysts are giving a nod to Swift’s reign at the pinnacle of pop culture by referencing her lyrics in their financial research.	1	Global influence
Brazilian Swifties want to literally make Taylor Swift as big as Jesus	"Taylor Swift is exactly as big as Jesus—or at least she will be if Brazilian Swifties have their way. Over the course of The Eras Tour, we’ve been following the way each tour stop scrambled to express deference and devotion to the conquering pop star. In the …"	1	Global influence
"Taylor Swift Money Jar Goes Viral, Husband Makes Wife Pay For Taylor Talk"	"A husband's going viral for putting a Taylor Swift tip jar in his house, and making his wife pay up for every mention of the pop star OR her boyfriend, Travis Kelce! Maryland resident Dana Rice shared the clip of her hubby's new ""invention,""…"	2	Global influence
Why Do Swifties Think Taylor Swift Wrote the 'Argylle' Novel?	"A few weeks ago, a new trailer caught my eye. It was for a spy comedy thriller called Argylle, and it looked like it was a ton of fun. Apparently, that movie is based on a book with the same title, which is set to be released on January 4, 2024. The adaptatio…"	2	Global influence
NFL 2023 Midseason Report Reveals Jump In Overall Betting With Taylor Swift Effect In Full Force	"BetMGM released a 2023 midseason NFL betting report. Chiefs, Eagles most popular & Super Bowl favorites. Betting data & information you can bet on."	1	Global influence
Why is Taylor Swift so popular?	The pop star is currently the most listened-to artist on the planet thanks to her legion of devoted superfans. But what’s behind her mass appeal?	2	Global influence
"Gen Z's financial icons revealed: Taylor Swift beats Warren Buffett, and Bill Gates tops the list"	"Bill Gates, Beyoncé, and Oprah Winfrey made the list of people who embody financial success for Gen Z, according to a new survey of college students."	1	Global influence
Gannett hired a Taylor Swift writer. Now what?	"I have to admit, the first quote I saw from the new Taylor Swift beat writer for Gannett made me roll my eyes and shake my head. Bryan West, the […] The post Gannett hired a Taylor Swift writer. Now what? appeared first on Poynter."	2	Global influence
Merry Swiftmas! Amy Scott creates viral Naperville 'Taylor Swift house' on Atlas Lane after being inspired by 'Eras Tour' movie	Merry Swiftmas! Amy Scott creates viral Naperville 'Taylor Swift house' on Atlas Lane after being inspired by 'Eras Tour' movieabc7chicago.com	2	Global influence
I'm a Swiftie Dad who traded a family summer vacation to take my kids across the country to an Eras Tour concert. It was worth every penny.	"Instead of Disney World or the beach, we took the girls to see their favorite artist for the second time."	1	Global influence
"Taylor Swift Tickets, Paris Trips and Dining Out: Consumers Splurge Even as Savings Fall"	"YOLO consumers splurging on entertainment, travel and dining out are boosting the economy, but their savings are taking a hit."	2	Global influence
"15 Taylor Swift-approved Black Friday deals of 2023, from red lipstick to a Reformation dress"	"While Black Friday sadly isn't delivering deals on Eras Tour tickets (if only!), Swifties can save big on the superstar's fashion and beauty favorites."	2	Global influence
"Hottest baby name trends of 2023: How Taylor Swift, 'Wednesday' and 'Barbie' are inspiring parents-to-be"	"Baby name experts are sharing the hottest trends from the past year that inspired expectant parents. From Taylor Swift's albums to films and athletes, here are the highlights from 2023."	1	Global influence
Las Vegas Is Readying For A Lavender Haze As Raiders Play Chiefs	"Swifties are known for their Taylor Swift fandom, of course, but not often known for being wild about football."	2	Global influence
Erin Andrews’ Go-To Karaoke Songs Are Classic Taylor Swift Hits	"Erin Andrews is a Swiftie, so it’s no surprise what she chooses when it’s her turn at the karaoke bar. “My go-to karaoke song is anything from Taylor Swift’s 1989 (Taylor’s Version), especially ‘Style’ or ‘Blank Space,'” Andrews, 45, exclusively tells Us Week…"	1	Global influence
"Meet the typical Swiftie: A white suburban millennial woman who may have spent $1,300 to go to the Eras Tour"	"Taylor Swift. Fernando Leon/TAS23/Getty Images for TAS Rights Management It's no secret that Taylor Swift helped prop up the US economy over the last year. The typical Swiftie is spending $1,300 to go to the Eras Tour but might make under $50,000. Swifties sk…"	1	Global influence
Swifties Threaten To Boycott Netflix When ‘Taylor Swift: The Reputation Stadium Tour’ Is Removed Next Month: “Does Netflix Realize How Many People Are Going To Cancel Their Subscription?”	"After five years, Taylor Swift: The Reputation Stadium Tour is reportedly leaving Netflix."	2	Global influence
The Taylor Swift Effect	These activated communities can have a huge impact on sales and businesses.	2	Global influence
A Taylor Swift-Themed Cruise Will Set Sail In 2024	"For Swifties who couldn’t attend the Eras Tour, you could trade friendship bracelets at sea, instead. Learn about the Taylor Swift-themed cruise setting sail in 2024."	2	Global influence
Everything you need to know about the Taylor Swift themed cruise	"A Taylor Swift themed cruise is setting sail next year, giving Swifties the chance to experience their wildest dreams."	2	Global influence
"‘Dancing With the Stars’ Taylor Swift Night: Harry Jowsey, Rylee Arnold take Page Six inside rehearsals"	The “Too Hot to Handle” star and his pro partner exclusively took Page Six behind-the-scenes of their rehearsals for the upcoming Swift-themed episode. Watch a sneak peek of their routine.	2	Global influence
"Yes, Royal Caribbean has a cruise for Taylor Swift fans"	"Taylor Swift already has a major presence on Royal Caribbean cruise ships. She's a popular part of the playlist from the various DJs on board, and the live artists in the pub and Schooner Bar often cover her songs. One pub guitarist, Ellie Finnerty, who earli…"	2	Global influence
Choreographer Mandy Moore Is Judging DWTS' Taylor Swift Night	"Choreographer Mandy Moore is ready to watch the remaining Dancing With the Stars contestants shake it off. The competition show announced that the Nov. 21 episode will be ""A Celebration of Taylor..."	2	Global influence
‘Live With Kelly & Mark’ Treated To Largest Audience In Over A Year For Taylor Swift-Inspired Halloween Episode	"EXCLUSIVE: No tricks, just treats for this year’s Halloween episode of Live with Kelly and Mark. Live’s Halloween: The Eras Show scored 2.9M viewers on October 31, making it the most-watched Halloween episode in four years, according to Nielsen data. This is …"	2	Global influence
All Aboard the Taylor Swift Cruise	"The Eras Tour is coming to the high seas, sort of. Taylor Swift fans will be setting sail on a Taylor-themed Royal Caribbean cruise next year."	1	Global influence
"Taylor Swift Surprises 'DWTS' Cast, Sends Message of Support for Her Music-Themed Episode!"	Taylor Swift made a surprise appearance on Dancing With the Stars on Tuesday night (November 15) via a pre-recorded video message! The 33-year-old entertainer appeared on the screen in the ballroom surprising the dancers and viewers ahead of the upcoming “A C…	1	Global influence
‘Dancing With The Stars’ Announces First Taylor Swift Night	"ABC finally confirmed that there will be a Taylor Swift-themed night on 'Dancing With the Stars' this season. Here's when to tune into “A Celebration of Taylor Swift."""	2	Global influence
"A Taylor Swift Airbnb is a bachelorette dream home where megafans can bask in her ""Eras"" for up to $1,400 a night"	"You can rent this Taylor Swift Airbnb in Scottsdale, Arizona. Each room is devoted to a different era, from ""Reputation"" to ""Lover"" to ""Folklore."""	2	Global influence
The world's first Taylor Swift trivia escape room is coming to Toronto	"A Taylor Swift-themed escape room is coming to Toronto — tailor-made for the Swifties in the city. Courtesy of Trivia Escape Rooms on 1615 Dupont St., the room is available for advanced bookings before it officially opens on Dec. 13 (Taylor's birthday). It w…"	2	Global influence
"Lyft has unveiled a new 'Extra Comfort' option with better cars, drivers and options"	"A ""Frozen"" land comes to Disneyland in Hong Kong, and Taylor Swift fans are getting their own cruise."	2	Global influence
Jason Mraz reflects on working with ‘generous’ Taylor Swift and performing to her songs on ‘Dancing With the Stars’	"In an exclusive new interview with Page Six, the singer recalled what it was like performing “I’m Yours” with the pop star during her “Speak Now” tour stop in Los Angeles in 2011."	1	Global influence
Taylor Swift Surprises 'Dancing With The Stars' Fans With Special Message	"Taylor Swift grooved her way onto the ""Dancing with the Stars"" stage ... surprising contestants and the audience with a special video message for the night's theme ... ""A Celebration of Taylor Swift.” ""Hey guys, it’s Taylor. I just want to say…"	1	Global influence
It Was Taylor Swift Night On Dancing With The Stars And Jason Mraz Got A Perfect Score	"Taylor Swift currently has the #1 song in America, once again, and that feels like small potatoes for her. At this point, Swift is basically bigger than popular music these days, and everything she does is a cultural event. Taylor Swift shows up in Brazil, an…"	1	Global influence
'Dancing With the Stars' Scores Revealed for All 6 Contestants on Taylor Swift Night	Week eight of Dancing With the Stars has come to a close and the scores have been revealed! Episode nine of ABC’s dancing competition series aired on Tuesday night (November 21) and the 6 couples took to the ballroom for “Taylor Swift Night” with guest judge …	2	Global influence
ABC Exec Reacts to Report That Swifties Got Harry Jowsey Eliminated From 'Dancing With the Stars'	"An ABC executive is speaking out about Harry Jowsey‘s elimination from Dancing With the Stars. The network exec reacted to the theory online that Taylor Swift‘s fans, the Swifties, had a hand in eliminating the 26-year-old reality TV star from the competition…"	2	Global influence
Taylor Swift Brings Good Luck to ‘DWTS:’ Harry Jowsey Is Sent Packing	"Eric McCandless/Disney First, Taylor Swift came for Harry Styles. Now, the singer eliminated Harry Jowsey from Dancing With the Stars. All people named Harry ought to watch their back. Who’s next—Prince Harry?Tuesday night was the highly anticipated Taylor S…"	1	Global influence
DWTS' Tribute to Taylor Swift Deserves a Mirrorball Trophy	"Dancing With the Stars has entered its Taylor Swift era. On Nov. 21, the ABC dance competition celebrated the superstar singer with a night dedicated to her greatest hits. Of course, they did it..."	2	Global influence
